order_id,date,customer,region,product,units,unit_price,returned,notes,revenue
10037,2024-02-20,Quentin,West,Widget B,4.0,11.09,False,gift wrap,44.36
10038,2024-12-29,Quentin,North,Widget C,8.0,48.49,False,,387.92
10039,2024-02-24,Grace,South,Widget C,8.0,39.95,False,fragile,319.6
10040,2024-08-31,Olivia,West,Widget A,9.0,15.41,False,urgent,138.69
10041,2024-11-15,Sybil,South,Widget B,5.0,28.21,False,fragile,141.05
10042,2024-05-10,Ivan,South,Widget B,4.0,12.51,False,discount,50.04
10043,2024-11-02,Heidi,East,Widget A,5.0,11.11,False,bulk order,55.55
10044,2024-05-14,Victor,West,Widget D,6.0,11.9,True,,71.4
10045,2024-01-21,Trent,West,Widget A,3.0,40.23,False,fragile,120.69
10046,2024-11-24,Olivia,West,Widget B,6.0,27.8,False,fragile,166.8
10047,2024-06-15,Ruth,South,Widget D,9.0,43.78,False,,394.02
10048,2024-09-30,Ivan,North,Widget C,3.0,22.21,False,gift wrap,66.63
10049,2024-03-29,Niaj,South,Widget A,6.0,41.01,False,,246.06
10050,2024-11-11,Niaj,West,Widget D,3.0,13.12,False,discount,39.36
10051,2024-01-14,Frank,West,Widget D,5.0,35.4,False,fragile,177.0
10052,2024-08-29,Uma,West,Widget D,2.0,24.42,False,bulk order,48.84
10053,2024-09-21,Grace,South,Widget A,5.0,21.07,False,fragile,105.35
10054,2024-12-11,Charlie,West,Widget C,2.0,42.6,False,bulk order,85.2
10055,2024-02-22,Ruth,East,Widget D,4.0,12.08,True,,48.32
10056,2024-12-05,Trent,West,Widget A,3.0,47.98,False,bulk order,143.94
10057,2024-04-01,Ruth,North,Widget B,6.0,41.42,False,,248.52
10058,2024-09-20,Grace,East,Widget A,7.0,24.22,False,urgent,169.54
10059,2024-02-04,Diana,West,Widget A,6.0,49.65,False,urgent,297.9
10060,2024-07-24,Heidi,East,Widget A,4.0,18.1,False,,72.4
10061,2024-03-21,Olivia,West,Widget D,8.0,26.1,False,bulk order,208.8
10062,2024-02-19,Olivia,North,Widget A,4.0,45.4,False,gift wrap,181.6
10063,2024-12-25,Sybil,West,Widget B,6.0,49.87,False,,299.21999999999997
10064,2024-01-02,Sybil,East,Widget D,6.0,19.56,False,,117.35999999999999
10065,2024-02-23,Eve,North,Widget B,4.0,39.72,False,urgent,158.88
10066,2024-04-15,Frank,South,Widget E,6.0,22.23,False,,133.38
10067,2024-09-16,Uma,North,Widget A,5.0,40.66,False,discount,203.29999999999998
10068,2024-11-05,Olivia,North,Widget D,4.0,15.01,False,urgent,60.04
10069,2024-07-09,Peggy,North,Widget D,6.0,23.45,False,gift wrap,140.7
10070,2024-08-05,Diana,East,Widget A,6.0,13.0,False,gift wrap,78.0
10071,2024-02-13,Grace,North,Widget C,7.0,29.68,False,bulk order,207.76
10072,2024-06-10,Heidi,West,Widget C,6.0,38.06,False,gift wrap,228.36
10073,2024-07-20,Olivia,North,Widget B,6.0,25.14,False,discount,150.84
10074,2024-09-26,Frank,North,Widget A,8.0,34.59,False,discount,276.72
10075,2024-12-16,Frank,West,Widget A,6.0,32.76,False,,196.56
10076,2024-10-30,Charlie,West,Widget E,7.0,21.78,False,fragile,152.46
10077,2024-09-27,Charlie,South,Widget C,3.0,29.47,False,gift wrap,88.41
10078,2024-08-02,Olivia,North,Widget C,2.0,12.76,False,urgent,25.52
10079,2024-09-08,Bob,East,Widget A,5.0,28.4,False,fragile,142.0
10080,2024-07-08,Ruth,North,Widget B,9.0,28.33,False,urgent,254.96999999999997
10081,2024-10-22,Frank,North,Widget A,3.0,11.15,False,discount,33.45
10082,2024-07-31,Heidi,West,Widget B,2.0,30.55,False,,61.1
10083,2024-07-26,Heidi,South,Widget C,5.0,39.51,False,,197.54999999999998
10084,2024-08-24,Frank,North,Widget E,1.0,28.09,False,gift wrap,28.09
10085,2024-12-03,Peggy,East,Widget D,4.0,35.84,False,bulk order,143.36
10086,2024-02-22,Charlie,North,Widget C,6.0,31.3,False,bulk order,187.8
10087,2024-10-06,Judy,East,Widget B,4.0,41.41,False,gift wrap,165.64
10088,2024-08-04,Charlie,West,Widget A,5.0,30.58,False,urgent,152.89999999999998
10089,2024-09-08,Niaj,South,Widget C,5.0,23.26,False,fragile,116.30000000000001
10090,2024-07-06,Sybil,North,Widget E,1.0,43.1,False,fragile,43.1
10091,2024-02-10,Eve,South,Widget B,9.0,12.7,False,,114.3
10092,2024-06-05,Victor,North,Widget A,3.0,21.58,False,bulk order,64.74
10093,2024-01-15,Ivan,East,Widget D,2.0,33.66,False,fragile,67.32
10094,2024-10-27,Victor,South,Widget B,6.0,44.24,False,bulk order,265.44
10095,2024-03-05,Grace,North,Widget A,5.0,12.89,False,,64.45
10096,2024-12-10,Diana,West,Widget D,3.0,13.84,False,bulk order,41.519999999999996
10097,2024-11-22,Olivia,East,Widget A,4.0,21.3,False,,85.2
10098,2024-01-09,Olivia,South,Widget D,5.0,23.78,False,,118.9
10099,2024-12-09,Judy,North,Widget D,8.0,43.74,False,gift wrap,349.92
10100,2024-05-08,Trent,South,Widget D,3.0,48.36,False,,145.07999999999998
10101,2024-05-15,Sybil,North,Widget A,6.0,10.69,False,discount,64.14
10102,2024-03-03,Victor,East,Widget D,9.0,10.61,True,urgent,95.49
10103,2024-05-18,Victor,West,Widget B,7.0,44.59,False,fragile,312.13
10104,2024-03-21,Olivia,East,Widget E,3.0,15.42,False,,46.26
10105,2024-06-11,Sybil,South,Widget E,4.0,23.57,False,discount,94.28
10106,2024-10-15,Diana,South,Widget D,4.0,21.01,False,,84.04
10107,2024-09-17,Alice,North,Widget E,11.0,21.27,False,discount,233.97
10108,2024-08-18,Alice,East,Widget E,4.0,23.14,False,fragile,92.56
10109,2024-02-10,Quentin,North,Widget D,5.0,23.44,False,bulk order,117.2
10110,2024-01-28,Olivia,East,Widget D,7.0,34.81,False,discount,243.67000000000002
10111,2024-05-14,Sybil,South,Widget B,13.0,35.15,False,urgent,456.95
10112,2024-07-19,Heidi,North,Widget C,8.0,30.92,False,,247.36
10113,2024-11-23,Trent,North,Widget A,6.0,44.34,False,fragile,266.04
10114,2024-09-24,Olivia,East,Widget D,5.0,43.83,False,,219.14999999999998
10115,2024-02-02,Peggy,West,Widget D,4.0,18.69,False,bulk order,74.76
10116,2024-02-17,Heidi,East,Widget E,3.0,31.75,False,fragile,95.25
10117,2024-03-02,Heidi,West,Widget B,9.0,41.35,False,discount,372.15000000000003
10118,2024-08-03,Quentin,East,Widget E,,44.67,False,,
10119,2024-10-19,Olivia,South,Widget D,9.0,20.21,True,urgent,181.89000000000001
10120,2024-04-08,Grace,North,Widget D,6.0,29.76,False,,178.56
10121,2024-06-20,Eve,East,Widget E,7.0,31.0,False,,217.0
10122,2024-12-25,Sybil,South,Widget D,4.0,37.99,False,urgent,151.96
10123,2024-08-01,Ruth,East,Widget C,6.0,23.21,False,discount,139.26
10124,2024-02-04,Bob,North,Widget A,4.0,21.74,False,,86.96
10125,2024-08-14,Trent,East,Widget A,2.0,38.22,False,discount,76.44
10126,2024-04-10,Sybil,West,Widget A,4.0,25.97,False,bulk order,103.88
10127,2024-05-10,Grace,North,Widget C,5.0,10.16,False,bulk order,50.8
10128,2024-09-13,Olivia,West,Widget D,3.0,47.51,False,,142.53
10129,2024-01-05,Trent,South,Widget E,6.0,15.99,False,discount,95.94
10130,2024-08-05,Peggy,South,Widget B,2.0,15.95,False,,31.9
10131,2024-09-11,Trent,East,Widget D,2.0,42.73,False,fragile,85.46
10132,2024-12-24,Olivia,West,Widget C,5.0,23.42,False,discount,117.10000000000001
10133,2024-10-09,Mallory,West,Widget C,6.0,23.13,False,discount,138.78
10134,2024-07-25,Ruth,North,Widget A,4.0,34.9,False,,139.6
10135,2024-01-15,Sybil,West,Widget D,2.0,12.36,False,gift wrap,24.72
10136,2024-12-11,Heidi,West,Widget A,5.0,19.48,False,,97.4
10137,2024-02-11,Uma,North,Widget B,7.0,12.13,False,fragile,84.91000000000001
10138,2024-06-27,Victor,North,Widget A,9.0,21.66,False,fragile,194.94
10139,2024-03-03,Quentin,West,Widget B,5.0,44.8,True,urgent,224.0
10140,2024-12-17,Ivan,East,Widget C,7.0,46.37,False,bulk order,324.59
10141,2024-08-18,Victor,North,Widget A,10.0,22.38,False,bulk order,223.79999999999998
10142,2024-08-28,Judy,North,Widget A,5.0,17.5,False,bulk order,87.5
10143,2024-02-21,Niaj,West,Widget E,6.0,15.41,False,,92.46000000000001
10144,2024-04-05,Victor,West,Widget C,7.0,25.78,False,fragile,180.46
10145,2024-08-09,Alice,North,Widget E,6.0,43.06,False,gift wrap,258.36
10146,2024-08-18,Victor,West,Widget B,9.0,44.11,False,bulk order,396.99
10147,2024-08-24,Ivan,North,Widget B,6.0,11.84,False,bulk order,71.03999999999999
10148,2024-05-22,Quentin,East,Widget C,4.0,18.37,False,bulk order,73.48
10149,2024-06-19,Alice,East,Widget B,7.0,18.13,False,bulk order,126.91
10150,2024-01-29,Niaj,North,Widget C,3.0,43.14,False,bulk order,129.42000000000002
10151,2024-02-05,Charlie,North,Widget B,4.0,28.25,False,,113.0
10152,2024-01-13,Mallory,South,Widget D,3.0,24.74,False,gift wrap,74.22
10153,2024-06-08,Bob,South,Widget A,5.0,48.26,False,fragile,241.29999999999998
10154,2024-11-22,Ruth,West,Widget D,2.0,47.01,False,gift wrap,94.02
10155,2024-07-05,Ivan,West,Widget C,3.0,27.6,True,discount,82.80000000000001
10156,2024-08-30,Quentin,North,Widget C,3.0,15.13,True,urgent,45.39
10157,2024-03-26,Niaj,North,Widget D,7.0,16.84,False,fragile,117.88
10158,2024-10-10,Alice,South,Widget A,4.0,14.48,False,bulk order,57.92
10159,2024-03-06,Olivia,South,Widget A,7.0,37.22,False,discount,260.53999999999996
10160,2024-06-18,Peggy,North,Widget E,5.0,32.19,True,urgent,160.95
10161,2024-02-14,Heidi,East,Widget B,,32.27,False,discount,
10162,2024-03-02,Heidi,East,Widget E,7.0,13.94,False,,97.58
10163,2024-05-13,Niaj,West,Widget A,4.0,41.73,False,discount,166.92
10164,2024-10-10,Alice,North,Widget D,4.0,31.42,False,discount,125.68
10165,2024-01-28,Mallory,North,Widget B,,13.64,False,bulk order,
10166,2024-04-17,Heidi,West,Widget D,3.0,39.89,False,,119.67
10167,2024-02-13,Judy,South,Widget E,6.0,49.25,False,urgent,295.5
10168,2024-12-05,Uma,South,Widget C,9.0,27.65,False,discount,248.85
10169,2024-10-12,Mallory,East,Widget D,3.0,14.63,False,gift wrap,43.89
10170,2024-11-26,Grace,North,Widget E,2.0,14.06,False,bulk order,28.12
10171,2024-05-07,Mallory,South,Widget E,2.0,11.04,False,discount,22.08
10172,2024-12-13,Sybil,East,Widget E,7.0,40.82,False,discount,285.74
10173,2024-08-18,Alice,East,Widget C,5.0,37.76,True,,188.79999999999998
10174,2024-07-08,Heidi,East,Widget C,8.0,33.37,False,gift wrap,266.96
10175,2024-08-12,Frank,South,Widget C,6.0,40.63,True,urgent,243.78000000000003
10176,2024-10-09,Trent,South,Widget B,4.0,49.97,False,,199.88
10177,2024-04-30,Frank,North,Widget C,4.0,26.07,False,,104.28
10178,2024-04-25,Eve,North,Widget C,7.0,38.23,False,gift wrap,267.60999999999996
10179,2024-08-20,Olivia,East,Widget C,2.0,25.09,False,urgent,50.18
10180,2024-09-15,Uma,East,Widget D,2.0,24.08,False,,48.16
10181,2024-12-24,Heidi,South,Widget C,5.0,,False,fragile,
10182,2024-07-16,Ivan,South,Widget B,6.0,32.99,False,urgent,197.94
10183,2024-05-16,Sybil,North,Widget E,6.0,14.82,False,fragile,88.92
10184,2024-11-13,Charlie,North,Widget D,3.0,26.14,False,urgent,78.42
10185,2024-06-13,Uma,West,Widget A,13.0,41.86,False,fragile,544.18
10186,2024-08-12,Mallory,North,Widget C,6.0,47.6,False,,285.6
10187,2024-11-02,Sybil,South,Widget E,4.0,34.58,False,,138.32
10188,2024-08-21,Uma,East,Widget E,7.0,25.77,False,fragile,180.39
10189,2024-06-20,Bob,West,Widget D,4.0,20.08,False,fragile,80.32
10190,2024-05-31,Heidi,North,Widget A,9.0,26.88,False,,241.92
10191,2024-11-10,Uma,North,Widget B,4.0,32.63,False,gift wrap,130.52
10192,2024-06-08,Grace,South,Widget E,4.0,10.18,False,urgent,40.72
10193,2024-04-05,Sybil,West,Widget E,8.0,20.75,False,bulk order,166.0
10194,2024-08-20,Frank,North,Widget E,4.0,36.86,False,fragile,147.44
10195,2024-06-28,Uma,East,Widget E,7.0,36.93,False,urgent,258.51
10196,2024-04-22,Frank,South,Widget D,4.0,36.12,False,,144.48
10197,2024-11-13,Bob,West,Widget A,2.0,48.0,False,bulk order,96.0
10198,2024-02-21,Frank,North,Widget E,5.0,32.74,False,bulk order,163.70000000000002
10199,2024-09-24,Eve,North,Widget B,4.0,20.79,False,urgent,83.16
10200,2024-10-21,Uma,West,Widget B,5.0,42.46,False,discount,212.3
10201,2024-04-22,Victor,South,Widget C,2.0,25.58,False,bulk order,51.16
10202,2024-04-10,Diana,West,Widget E,4.0,19.57,False,fragile,78.28
10203,2024-04-22,Sybil,West,Widget E,3.0,32.27,False,gift wrap,96.81
10204,2024-03-21,Mallory,South,Widget E,4.0,21.56,False,urgent,86.24
10205,2024-07-05,Diana,North,Widget E,6.0,25.85,False,fragile,155.10000000000002
10206,2024-04-22,Olivia,East,Widget E,9.0,37.73,False,discount,339.57
10207,2024-01-02,Victor,South,Widget B,,49.84,False,bulk order,
10208,2024-05-09,Sybil,East,Widget A,8.0,35.79,False,urgent,286.32
10209,2024-08-07,Ivan,North,Widget A,4.0,21.06,False,discount,84.24
10210,2024-02-23,Diana,West,Widget C,5.0,13.62,False,fragile,68.1
10211,2024-12-08,Peggy,East,Widget B,5.0,24.48,False,fragile,122.4
10212,2024-08-11,Uma,North,Widget E,6.0,10.77,False,fragile,64.62
10213,2024-08-12,Charlie,North,Widget A,3.0,28.59,False,gift wrap,85.77
10214,2024-05-05,Peggy,West,Widget D,2.0,36.4,False,fragile,72.8
10215,2024-05-09,Heidi,West,Widget D,2.0,30.47,False,,60.94
10216,2024-02-22,Alice,North,Widget D,5.0,44.61,True,fragile,223.05
10217,2024-06-20,Judy,North,Widget E,3.0,29.76,False,bulk order,89.28
10218,2024-08-05,Trent,East,Widget E,4.0,28.5,False,urgent,114.0
10219,2024-06-08,Ruth,North,Widget C,10.0,22.39,False,urgent,223.9
10220,2024-07-16,Heidi,North,Widget C,4.0,43.5,False,urgent,174.0
10221,2024-09-03,Alice,East,Widget C,6.0,46.14,False,gift wrap,276.84000000000003
10222,2024-11-19,Niaj,South,Widget D,7.0,49.12,True,urgent,343.84
10223,2024-07-21,Heidi,East,Widget E,7.0,49.25,False,bulk order,344.75
10224,2024-07-02,Ruth,East,Widget D,6.0,49.22,False,discount,295.32
10225,2024-05-02,Trent,West,Widget C,3.0,38.48,False,,115.44
10226,2024-09-11,Diana,East,Widget E,1.0,32.51,False,,32.51
10227,2024-10-20,Frank,North,Widget B,6.0,16.89,False,urgent,101.34
10228,2024-10-06,Niaj,North,Widget A,6.0,40.68,False,bulk order,244.07999999999998
10229,2024-11-20,Ivan,North,Widget A,5.0,39.4,False,urgent,197.0
10230,2024-04-07,Quentin,South,Widget C,5.0,43.7,False,gift wrap,218.5
10231,2024-07-16,Ruth,North,Widget D,3.0,28.5,True,bulk order,85.5
10232,2024-08-27,Niaj,South,Widget B,7.0,45.7,False,,319.90000000000003
10233,2024-05-23,Peggy,North,Widget E,9.0,38.75,False,,348.75
10234,2024-04-06,Olivia,East,Widget D,2.0,16.85,False,,33.7
10235,2024-07-19,Bob,West,Widget C,10.0,18.28,False,bulk order,182.8
10236,2024-05-03,Charlie,North,Widget D,6.0,42.57,False,urgent,255.42000000000002
10237,2024-07-05,Judy,South,Widget C,6.0,27.03,False,urgent,162.18
10238,2024-11-21,Ivan,South,Widget A,4.0,19.96,False,,79.84
10239,2024-12-14,Victor,West,Widget A,5.0,26.9,False,gift wrap,134.5
10240,2024-09-15,Heidi,North,Widget D,5.0,16.46,False,bulk order,82.30000000000001
10241,2024-05-27,Judy,East,Widget B,8.0,45.67,False,,365.36
10242,2024-09-08,Uma,North,Widget E,1.0,12.86,False,gift wrap,12.86
10243,2024-12-11,Charlie,North,Widget C,3.0,24.13,False,gift wrap,72.39
10244,2024-05-26,Eve,West,Widget E,4.0,32.28,False,discount,129.12
10245,2024-05-27,Charlie,North,Widget A,4.0,44.95,False,discount,179.8
10246,2024-12-17,Ruth,East,Widget B,3.0,41.26,False,bulk order,123.78
10247,2024-07-17,Sybil,South,Widget B,11.0,10.9,False,bulk order,119.9
10248,2024-11-03,Quentin,West,Widget E,7.0,43.01,False,urgent,301.07
10249,2024-05-07,Charlie,East,Widget A,5.0,35.52,False,urgent,177.60000000000002
10250,2024-02-08,Niaj,South,Widget E,4.0,15.33,False,gift wrap,61.32
10251,2024-12-03,Ivan,West,Widget D,5.0,34.7,False,discount,173.5
10252,2024-12-25,Niaj,West,Widget B,,42.72,False,bulk order,
10253,2024-05-08,Quentin,South,Widget B,4.0,34.08,False,,136.32
10254,2024-09-23,Bob,South,Widget D,8.0,49.97,False,bulk order,399.76
10255,2024-05-30,Trent,East,Widget A,6.0,30.28,False,,181.68
10256,2024-10-24,Victor,North,Widget B,7.0,36.93,False,bulk order,258.51
10257,2024-04-08,Niaj,North,Widget C,5.0,12.81,False,discount,64.05
10258,2024-09-19,Diana,North,Widget C,5.0,42.53,False,bulk order,212.65
10259,2024-09-08,Ruth,North,Widget A,5.0,34.96,False,gift wrap,174.8
10260,2024-05-23,Ruth,North,Widget D,1.0,32.45,True,bulk order,32.45
10261,2024-12-11,Alice,East,Widget E,5.0,38.35,False,,191.75
10262,2024-04-21,Bob,West,Widget A,5.0,32.42,False,fragile,162.10000000000002
10263,2024-02-29,Charlie,East,Widget E,4.0,40.66,False,urgent,162.64
10264,2024-01-02,Victor,East,Widget A,8.0,33.34,False,,266.72
10265,2024-10-30,Sybil,East,Widget C,4.0,30.8,False,gift wrap,123.2
10266,2024-09-10,Victor,West,Widget D,5.0,15.4,False,bulk order,77.0
10267,2024-05-19,Alice,East,Widget C,8.0,28.87,False,fragile,230.96
10268,2024-02-06,Victor,East,Widget D,4.0,31.53,False,discount,126.12
10269,2024-06-08,Frank,West,Widget E,9.0,34.98,False,,314.82
10270,2024-01-09,Quentin,East,Widget A,8.0,28.24,False,,225.92
10271,2024-08-20,Peggy,North,Widget B,5.0,15.87,False,,79.35
10272,2024-04-08,Victor,South,Widget B,5.0,16.01,False,gift wrap,80.05000000000001
10273,2024-05-26,Quentin,East,Widget D,6.0,38.84,False,gift wrap,233.04000000000002
10274,2024-10-30,Peggy,South,Widget D,9.0,36.46,False,bulk order,328.14
10275,2024-07-26,Eve,East,Widget C,5.0,20.38,False,discount,101.89999999999999
10276,2024-05-10,Frank,East,Widget B,6.0,27.83,False,bulk order,166.98
10277,2024-05-31,Sybil,North,Widget C,7.0,22.28,False,fragile,155.96
10278,2024-02-23,Mallory,West,Widget E,8.0,17.24,False,,137.92
10279,2024-04-29,Ruth,South,Widget B,7.0,23.05,False,urgent,161.35
10280,2024-06-09,Niaj,West,Widget E,3.0,20.51,False,urgent,61.53
10281,2024-04-25,Quentin,North,Widget A,4.0,13.3,False,discount,53.2
10282,2024-03-15,Diana,North,Widget C,2.0,30.18,True,,60.36
10283,2024-04-22,Trent,South,Widget D,5.0,28.04,False,fragile,140.2
10284,2024-04-13,Charlie,West,Widget B,5.0,38.58,False,gift wrap,192.89999999999998
10285,2024-12-05,Heidi,North,Widget C,3.0,34.81,False,fragile,104.43
10286,2024-09-10,Charlie,East,Widget D,3.0,23.74,True,urgent,71.22
10287,2024-08-14,Heidi,East,Widget A,6.0,29.85,False,,179.10000000000002
10288,2024-04-21,Trent,East,Widget B,7.0,31.44,True,discount,220.08
10289,2024-04-08,Judy,West,Widget E,4.0,46.7,False,bulk order,186.8
10290,2024-06-01,Victor,East,Widget A,7.0,49.27,False,,344.89000000000004
10291,2024-12-14,Sybil,East,Widget D,5.0,42.62,True,discount,213.1
10292,2024-12-03,Heidi,North,Widget B,2.0,32.48,True,,64.96
10293,2024-07-12,Mallory,North,Widget B,5.0,47.12,False,,235.6
10294,2024-11-05,Eve,East,Widget A,3.0,17.12,False,urgent,51.36
10295,2024-06-11,Olivia,East,Widget B,4.0,37.86,False,,151.44
10296,2024-07-26,Eve,North,Widget D,4.0,28.42,False,gift wrap,113.68
10297,2024-06-17,Olivia,South,Widget A,3.0,15.79,False,urgent,47.37
10298,2024-06-09,Frank,West,Widget E,3.0,13.01,False,gift wrap,39.03
10299,2024-03-08,Eve,West,Widget A,7.0,29.23,False,bulk order,204.61
10300,2024-10-15,Ivan,North,Widget A,2.0,19.56,False,gift wrap,39.12
10301,2024-10-03,Ruth,West,Widget E,1.0,20.02,False,fragile,20.02
10302,2024-10-30,Bob,North,Widget D,4.0,22.81,False,urgent,91.24
10303,2024-05-14,Alice,North,Widget C,3.0,38.73,True,urgent,116.19
10304,2024-07-13,Heidi,North,Widget C,5.0,16.56,False,,82.8
10305,2024-05-07,Uma,North,Widget E,4.0,38.7,True,urgent,154.8
10306,2024-02-02,Mallory,South,Widget D,,41.31,False,bulk order,
10307,2024-06-24,Niaj,East,Widget B,4.0,33.78,False,,135.12
10308,2024-01-22,Niaj,East,Widget E,7.0,19.9,False,urgent,139.29999999999998
10309,2024-08-25,Grace,South,Widget C,4.0,12.06,False,,48.24
10310,2024-06-06,Olivia,West,Widget D,10.0,26.32,False,,263.2
10311,2024-02-07,Heidi,West,Widget A,4.0,43.9,False,,175.6
10312,2024-08-17,Ivan,East,Widget D,7.0,14.07,False,urgent,98.49000000000001
10313,2024-12-30,Grace,West,Widget D,3.0,39.79,False,fragile,119.37
10314,2024-02-20,Quentin,East,Widget C,4.0,28.72,False,discount,114.88
10315,2024-09-20,Bob,East,Widget C,5.0,45.95,False,,229.75
10316,2024-10-09,Victor,South,Widget B,7.0,24.25,False,urgent,169.75
10317,2024-01-27,Niaj,West,Widget B,2.0,38.19,False,urgent,76.38
10318,2024-08-13,Alice,South,Widget E,3.0,39.6,True,urgent,118.80000000000001
10319,2024-10-03,Heidi,East,Widget A,8.0,17.95,False,gift wrap,143.6
10320,2024-10-12,Eve,East,Widget B,2.0,16.33,False,,32.66
10321,2024-04-06,Quentin,East,Widget C,10.0,13.71,False,gift wrap,137.10000000000002
10322,2024-10-10,Alice,North,Widget D,3.0,38.06,False,,114.18
10323,2024-11-12,Alice,North,Widget E,8.0,31.93,False,fragile,255.44
10324,2024-10-30,Judy,North,Widget B,4.0,13.47,False,,53.88
10325,2024-05-26,Judy,South,Widget D,10.0,22.33,True,urgent,223.29999999999998
10326,2024-01-04,Quentin,East,Widget D,4.0,15.69,False,fragile,62.76
10327,2024-02-04,Sybil,West,Widget B,8.0,13.71,False,fragile,109.68
10328,2024-07-10,Frank,South,Widget A,4.0,21.95,False,urgent,87.8
10329,2024-02-18,Charlie,South,Widget A,5.0,13.85,False,bulk order,69.25
10330,2024-01-17,Olivia,South,Widget E,6.0,20.41,False,,122.46000000000001
10331,2024-06-20,Ruth,West,Widget A,5.0,32.11,False,gift wrap,160.55
10332,2024-08-07,Heidi,East,Widget E,5.0,32.44,False,,162.2
10333,2024-06-06,Quentin,North,Widget C,2.0,16.72,False,urgent,33.44
10334,2024-02-15,Sybil,East,Widget B,,,False,,
10335,2024-01-06,Sybil,East,Widget D,5.0,44.2,False,,221.0
10336,2024-04-08,Olivia,South,Widget E,5.0,16.68,False,,83.4
10337,2024-08-20,Sybil,South,Widget A,3.0,11.83,False,bulk order,35.49
10338,2024-02-06,Frank,South,Widget E,5.0,19.79,False,bulk order,98.94999999999999
10339,2024-10-06,Sybil,North,Widget E,7.0,33.06,False,gift wrap,231.42000000000002
10340,2024-12-14,Ruth,North,Widget A,4.0,10.29,False,bulk order,41.16
10341,2024-10-28,Peggy,North,Widget A,4.0,49.4,False,urgent,197.6
10342,2024-06-29,Olivia,East,Widget B,7.0,19.22,False,fragile,134.54
10343,2024-04-04,Frank,South,Widget D,5.0,19.52,False,,97.6
10344,2024-04-08,Charlie,West,Widget B,5.0,39.54,False,,197.7
10345,2024-07-06,Peggy,East,Widget B,3.0,19.93,False,,59.79
10346,2024-04-25,Peggy,North,Widget A,7.0,25.85,False,fragile,180.95000000000002
10347,2024-07-09,Quentin,West,Widget A,9.0,31.76,False,bulk order,285.84000000000003
10348,2024-09-09,Heidi,West,Widget D,8.0,10.87,False,,86.96
10349,2024-06-09,Quentin,South,Widget E,7.0,43.49,False,,304.43
10350,2024-09-12,Olivia,West,Widget B,5.0,30.48,False,discount,152.4
10351,2024-11-18,Sybil,North,Widget D,7.0,22.52,False,fragile,157.64
10352,2024-05-07,Charlie,South,Widget B,,25.99,False,discount,
